data_type,z,D_ratio,bin,ell,cl_ratio_val
growth,0.4446529080675422,1.1093138063519332,,,
growth,0.44652908067542213,1.1097941300235445,,,
growth,0.44840525328330205,1.110274361471812,,,
growth,0.450281425891182,1.110754844883204,,,
growth,0.4521575984990619,1.111235582620059,,,
growth,0.4540337711069418,1.1117160477687105,,,
growth,0.45590994371482174,1.1121967716290064,,,
growth,0.45778611632270166,1.1126777570441013,,,
growth,0.4596622889305816,1.1131586368876365,,,
growth,0.46153846153846156,1.1136396151473837,,,
growth,0.4634146341463415,1.1141208600194228,,,
growth,0.4652908067542214,1.114602149193504,,,
growth,0.46716697936210133,1.1150833695289364,,,
growth,0.46904315196998125,1.1155648452429232,,,
growth,0.4709193245778612,1.1160464858313595,,,
growth,0.4727954971857411,1.1165279011131628,,,
growth,0.474671669793621,1.117009573005678,,,
growth,0.47654784240150094,1.1174915043922533,,,
growth,0.47842401500938087,1.1179731552171095,,,
growth,0.4803001876172608,1.1184550347984012,,,
growth,0.4821763602251407,1.1189371808455895,,,
growth,0.48405253283302063,1.1194191586369893,,,
growth,0.48592870544090055,1.1199012604905418,,,
growth,0.4878048780487805,1.1203836357598702,,,
growth,0.4896810506566604,1.1208659411140893,,,
growth,0.4915572232645403,1.121348279755173,,,
growth,0.49343339587242024,1.1218308987406806,,,
growth,0.49530956848030017,1.122313532192588,,,
growth,0.4971857410881801,1.1227961186573532,,,
growth,0.49906191369606,1.1232789852394174,,,
growth,0.50093808630394,1.1237619231146265,,,
growth,0.5028142589118199,1.1242447229175134,,,
growth,0.5046904315196998,1.1247277947837742,,,
growth,0.5065666041275797,1.125210979472613,,,
growth,0.5084427767354597,1.1256939698431938,,,
growth,0.5103189493433395,1.1261772383297617,,,
growth,0.5121951219512195,1.126660663728063,,,
growth,0.5140712945590994,1.1271438586998876,,,
growth,0.5159474671669794,1.1276273389242173,,,
growth,0.5178236397748592,1.12811100568397,,,
growth,0.5196998123827392,1.128594420325835,,,
growth,0.5215759849906192,1.129078127333671,,,
growth,0.5234521575984991,1.1295620360457332,,,
growth,0.525328330206379,1.1300456853549556,,,
growth,0.5272045028142589,1.1305296341214957,,,
growth,0.5290806754221389,1.1310137853141602,,,
growth,0.5309568480300187,1.1314976793534455,,,
growth,0.5328330206378987,1.1319818706132598,,,
growth,0.5347091932457786,1.1324662380695145,,,
growth,0.5365853658536586,1.1329503405232433,,,
growth,0.5384615384615384,1.1334347359231611,,,
growth,0.5403377110694184,1.1339192656127537,,,
growth,0.5422138836772983,1.1344035625588196,,,
