logM200,log10c_ref,c_ref,inside_support_effective_R1,ratio_bpb_effective_R1,delta_bpb_effective_R1,inside_support_effective_R2pi,ratio_bpb_effective_R2pi,delta_bpb_effective_R2pi
12.536485355648535,0.810013798089447,6.456747426186374,1,1.025206641091034,0.0252066410910341,1,0.998732085500961,-0.001267914499038958
12.551464435146443,0.8058939626486636,6.39578656876613,1,1.0250811933655954,0.025081193365595444,1,0.9984851626948942,-0.0015148373051058206
12.566443514644352,0.8017184738486943,6.334589460253879,1,1.0249557456401568,0.02495574564015679,1,0.9982125586042654,-0.0017874413957346125
12.581422594142259,0.7974873316895401,6.273173969547366,1,1.0248302979147181,0.024830297914718136,1,0.9979399545136366,-0.0020600454863634043
12.596401673640166,0.7932005361712005,6.211557876983651,1,1.0247048501892795,0.02470485018927948,1,0.9976673504230078,-0.002332649576992196
12.611380753138075,0.7888580872936749,6.149758866128881,1,1.0245794024638408,0.024579402463840827,1,0.997394746332379,-0.002605253667620988
12.626359832635982,0.7844599850569642,6.0877945157098585,1,1.0244539547384022,0.024453954738402173,1,0.9971221422417502,-0.00287785775824978
12.641338912133891,0.7800062294610679,6.025682291692157,1,1.024181102859513,0.024181102859512915,1,0.9968495381511214,-0.003150461848878572
12.656317991631798,0.7754968205059863,5.963439539509495,1,1.023868992894879,0.023868992894878982,1,0.9963931094696786,-0.0036068905303213716
12.671297071129707,0.7709317581917191,5.901083476448657,1,1.0235568829302448,0.023556882930244827,1,0.9958250098271861,-0.004174990172813864
12.686276150627615,0.7663110425182668,5.83863118419433,1,1.0232447729656107,0.02324477296561067,1,0.9952569101846938,-0.004743089815306245
12.701255230125522,0.7616346734856291,5.7760996015377755,1,1.0229326630009765,0.022932663000976516,1,0.9946888105422014,-0.005311189457798626
12.716234309623431,0.7569026510938053,5.713505517253298,1,1.0226205530363426,0.022620553036342583,1,0.9941207108997089,-0.0058792891002911185
12.731213389121338,0.7521149753427967,5.65086556314618,1,1.0223084430717084,0.022308443071708428,1,0.9935526112572165,-0.0064473887427835
12.746192468619247,0.747271646232602,5.588196207275435,1,1.0219321949430549,0.021932194943054872,1,0.9929845116147241,-0.007015488385275881
12.761171548117154,0.7423726637632226,5.525513747354888,1,1.0215088192584503,0.021508819258450274,1,0.9922121086537411,-0.007787891346258902
12.776150627615063,0.737418027934657,5.462834304335408,1,1.0210854435738457,0.021085443573845675,1,0.991144302632961,-0.00885569736703895
12.79112970711297,0.7324077387469067,5.400173816171484,1,1.0206620678892413,0.020662067889241298,1,0.9900764966121811,-0.009923503387818888
12.806108786610878,0.7273417961999709,5.337548031774535,1,1.0202386922046367,0.0202386922046367,1,0.9890086905914012,-0.010991309408598826
12.821087866108787,0.7222202002938491,5.274972505155716,1,1.0198153165200323,0.019815316520032322,1,0.987940884570621,-0.012059115429378986
